id,age,year,wrkstat,hrs1,marital,agekdbrn,sibs,chathr,emailhr,postlife,sex,othlang,born,engunite,payexec,comwht,race,realrinc,educ,grass,degree,letters,aged,realinc,childs,abpoor,abany,prestg80,mapres80,papres80,wordsum,pasei,masei,god,numcong,grass_missing
986,41,2000,"working fulltime",40,"never married",,1,,0,"yes","male","no","yes","disagree",70000,80,"white",18287,14,"not legal","junior college",,"depends",18287,0,,,27,47,,,,38,,,"not legal"
987,44,2000,"working fulltime",40,"divorced",29,2,6,0,,"male",,"yes",,,,"white",21612,12,"not legal","high school",,"a bad idea",21612,2,"no","no",40,42,53,5,52.4,36.1,"know god exists",500,"not legal"
988,37,2000,"working parttime",32,"married",34,1,0,1,,"female",,"no",,,,"other",3657,15,"not legal","bachelor",,"a good idea",29925,1,"yes","yes",65,,51,6,63.5,,"some higher power",,"not legal"
989,27,2000,"working parttime",20,"divorced",17,2,,5,"yes","female","no","yes","agree",40000,85,"white",,17,"not legal","bachelor",,"a bad idea",10806,1,,,21,42,36,,32,29.3,,1000,"not legal"
990,47,2000,"working fulltime",60,"married",22,2,0,10,"yes","male","no","yes","agree","> 1000000",80,"white",44887,15,,"junior college",,"a good idea",54862,2,,,51,44,47,,48.5,50.7,,200,.b
991,38,2000,"working fulltime",40,"married",24,6,,,"yes","female","no","yes","disagree",60000,80,"white",18287,12,"not legal","high school",,"depends",29925,1,"yes","no",28,32,47,,48.5,38.9,,,"not legal"
992,51,2000,"keeping house",,"married",22,3,,,"yes","female",,"yes",,,,"white",,12,,"high school","3-5",,29925,2,"no","no",33,,40,7,32.3,,"know god exists",400,.a
993,30,2000,"keeping house",,"married",25,5,,2,"yes","female","yes","yes","strongly agree",200000,65,"white",,16,,"bachelor",,,66500,2,"no","no",46,46,64,,86.6,38.4,,3000,.a
994,27,2000,"working fulltime",45,"married",,3,0,3,"yes","male",,"yes",,,,"white",29925,16,,"bachelor","0",,44887,0,"no","no",62,,59,7,73.3,,"know god exists",,.a
995,63,2000,"keeping house",,"married",17,10,,,"yes","female",,"yes",,,,"white",,12,"legal","high school","26-50","a bad idea",18287,6,,,31,,35,7,29.3,,"know god exists",200,"legal"
996,76,2000,"retired",,"married",23,4,,,"yes","male","no","yes","agree",200000,100,"white",,12,"not legal","high school",,"a good idea",18287,3,,,50,23,,,,37.6,,160,"not legal"
997,22,2000,"working fulltime",50,"never married",,6,,,"yes","male","no","yes","disagree",70000,60,"white",5985,14,"legal","high school",,"a good idea",29925,0,"no","no",21,,30,,38.4,,,350,"legal"
998,,2000,"working fulltime",40,"married",20,2,,0,,"female",,"yes",,,,"white",,13,"not legal","high school",,"a good idea",,2,"yes","yes",,23,,6,,22.5,"know god exists",,"not legal"
999,75,2000,"retired",,"married",21,6,0,1,,"male",,"yes",,,,"white",,12,"not legal","high school",,"a bad idea",18287,2,"no","yes",42,,42,5,50.2,,"know god exists",,"not legal"
1000,58,2000,"working fulltime",40,"married",23,1,,,"yes","male",,"yes",,,,"white",44887,12,,"high school","3-5",,44887,3,"no","no",42,29,42,6,50.2,33.1,"know god exists",300,.a
1001,56,2000,"working fulltime",48,"divorced",24,3,,,"no","female","no","yes","agree",500000,90,"white",21612,12,"legal","high school",,"a bad idea",24937,1,,,42,33,43,,37.3,27.7,,,"legal"
1002,42,2000,"working fulltime",42,"never married",,1,,,"yes","male","no","yes","agree",,99,"white",24937,14,"not legal","junior college",,"a good idea",24937,0,"no","no",59,66,40,,37.3,73.2,,75,"not legal"
1003,58,2000,"working parttime",28,"married",23,6,,,,"female",,"yes",,,,"white",,12,"not legal","high school",,"a good idea",,3,"no","no",31,32,40,,37.3,29.8,,325,"not legal"
1004,36,2000,"working parttime",16,"married",29,5,,0,"no","female","no","yes","strongly agree",250000,100,"white",7481,15,"not legal","junior college",,"a bad idea",36575,3,,,66,47,33,,27.7,53.9,,200,"not legal"
1005,44,2000,"working fulltime",60,"married",25,2,,2,"yes","male","no","yes","agree","> 1000000",98,"white",54862,14,,"high school",,,54862,2,"yes","yes",47,44,66,,80.3,50.7,,130,.a
1006,21,2000,"working fulltime",40,"married",18,1,,,"yes","female","no","yes","agree",90000,100,"white",12468,12,"not legal","high school",,"a good idea",24937,1,,,33,31,,,,27.5,,150,"not legal"
1007,23,2000,"working fulltime",40,"married",,1,,,"yes","female","no","yes","agree",100000,100,"white",18287,12,"not legal","high school",,"a good idea",24937,1,"no","no",33,64,33,,27.7,78.5,,60,"not legal"
1008,22,2000,"working parttime",20,"married",18,2,,,"no","female","no","yes","agree",60000,99,"white",4322,14,,"high school",,"a bad idea",36575,2,"no","no",63,30,47,,48.5,29.4,,,.b
1009,30,2000,"working fulltime",40,"married",22,2,5,5,"no","male","no","yes","disagree",200000,99,"white",,12,,"high school",,,29925,2,"no","no",33,28,22,,28.4,32.4,,,.a
1010,41,2000,"working parttime",20,"married",18,7,5,15,,"female",,"yes",,,,"white",4987,11,,"lt high school","0",,29925,3,"no","yes",22,28,35,6,36.4,17.1,"some higher power",,.a
1011,52,2000,"working fulltime",37,"divorced",19,6,,10,"yes","female",,"yes",,,,"white",18287,12,,"high school",,,18287,1,"yes","yes",46,,33,7,27.7,,"believe but doubts",,.a
1012,53,2000,"working fulltime",50,"separated",29,3,1,5,,"male",,"yes",,,,"white",29925,16,"not legal","bachelor",,"a good idea",29925,2,"yes","no",51,31,33,7,27.7,46.8,"know god exists",200,"not legal"
1013,52,2000,"working fulltime",44,"married",22,3,,0,"yes","male","no","yes","disagree",,90,"white",29925,12,"not legal","high school",,"depends",54862,3,,,33,,35,,36.4,,,250,"not legal"
1014,74,2000,"keeping house",,"widowed",23,4,,,,"female",,"yes",,,,"white",,12,"not legal","high school",,"a good idea",15793,6,"no","no",30,,34,8,32.8,,"know god exists",,"not legal"
1015,26,2000,"working fulltime",40,"married",,1,0,5,"yes","female",,"yes",,,,"white",29925,18,"not legal","graduate","0","a good idea",44887,0,,,52,49,51,6,63.5,64.2,"believe but doubts",600,"not legal"
1016,21,2000,"unempl, laid off",,"never married",,2,,,"yes","male","no","yes","strongly agree",90000,55,"white",,8,"legal","lt high school",,"a good idea",14131,0,"no","no",22,46,,,,38.4,,,"legal"
1017,30,2000,"working fulltime",50,"separated",19,4,0,0,"yes","female",,"yes",,,,"white",18287,12,"not legal","high school","0","a good idea",18287,2,,,44,33,,8,,33.6,"believe but doubts",,"not legal"
1018,73,2000,"retired",,"married",26,7,,,,"male",,"yes",,,,"white",,20,"not legal","graduate",,"depends",44887,3,"yes","yes",,,51,6,44.7,,"know god exists",200,"not legal"
1019,18,2000,"working parttime",15,"never married",,3,,0,,"female",,"yes",,,,"black",3657,11,"not legal","lt high school",,"a bad idea",24937,0,"no","no",32,64,,6,,85.1,"know god exists",150,"not legal"
1020,21,2000,"school",,"never married",,2,1,2,"yes","male",,"yes",,,,"other",,14,"not legal","lt high school","16-25","a bad idea",7481,0,,,,,,6,,,"some higher power",,"not legal"
1021,54,2000,"working fulltime",56,"never married",,3,,0,"yes","female","no","yes","strongly agree",250000,45,"white",36575,18,"not legal","graduate",,"a good idea",36575,0,,,64,,39,,34.2,,,60,"not legal"
1022,34,2000,"temp not working",,"divorced",21,1,,,,"male",,"yes",,,,"white",9143,11,"legal","lt high school",,"a good idea",36575,3,"no","no",30,42,,7,,29.3,"know god exists",,"legal"
1023,33,2000,"working fulltime",46,"married",26,4,4,0,"yes","male","no","yes","strongly disagree",125000,25,"white",1330,14,"not legal","high school",,"a good idea",12468,3,,,48,,30,,31.5,,,200,"not legal"
1024,25,2000,"working fulltime",40,"married",17,3,,0,,"male",,"no",,,,"white",9143,14,"legal","junior college",,"a good idea",12468,3,"no","no",42,44,35,5,26.7,64.8,,300,"legal"
1025,30,2000,"keeping house",,"separated",21,8,,,"no","female","no","yes","strongly agree",,10,"white",333,12,"legal","high school",,"a bad idea",1330,1,"no","no",42,60,35,,29.2,43.7,,,"legal"
1026,42,2000,"working fulltime",30,"married",19,8,,1,"yes","female","yes","yes","agree",200000,40,"white",5985,12,,"high school",,,36575,2,"yes","yes",23,,35,,30.6,,,2500,.a
1027,27,2000,"keeping house",,"married",19,5,,,"yes","female","yes","no","strongly agree",,50,"white",,12,"not legal","high school",,"a good idea",15793,3,,,,,23,,26.5,,,3000,"not legal"
1028,28,2000,"unempl, laid off",,"never married",19,8,,,"yes","male","yes","no","agree",150000,5,"white",5985,13,,"high school",,,24937,3,"no","no",33,,30,,31.5,,,2500,.a
1029,37,2000,"working fulltime",40,"married",31,8,,,"yes","female",,"no",,,,"white",18287,11,,"high school","0",,29925,1,"no","no",32,40,40,4,37.3,37.3,"know god exists",3600,.a
1030,39,2000,"unempl, laid off",,"married",19,11,,,"yes","female","yes","no","agree",70000,30,"white",9143,13,,"lt high school",,,29925,3,"no","no",33,33,,,,27.7,,6000,.a
1031,36,2000,"keeping house",,"married",,,,,"no","female","no","yes","agree",,,"white",9143,12,,"high school",,,18287,0,"no","no",20,17,40,,37.3,29,,300,.a
1032,53,2000,"temp not working",,"married",22,9,,,"yes","male",,"no",,,,"other",,12,"not legal","high school","6-10","a good idea",21612,"eight or more",,,20,,24,6,29.2,,"know god exists",500,"not legal"
1033,51,2000,"working parttime",10,"divorced",19,5,,,"no","female","no","yes","agree",8000,50,"black",4322,12,"not legal","high school",,"a bad idea",5985,1,,,42,23,24,,29.2,22.5,,20,"not legal"
1034,22,2000,"keeping house",,"never married",15,5,,,"yes","female","no","yes","agree",30000,80,"white",,11,,"lt high school",,,2992,1,"no","no",,46,,,,38.4,,,.a
1035,23,2000,"working parttime",30,"married",,1,,0,,"female","yes","yes",,100000,40,"white",9143,12,"not legal","high school",,"a good idea",12468,0,,,51,25,29,,31.4,33.9,,1000,"not legal"
1036,40,2000,"school",,"married",28,5,,,"yes","female","yes","no","strongly agree",,75,"white",,12,"not legal","high school",,"a good idea",2327,2,"no","no",36,,30,,31.5,,,200,"not legal"
1037,44,2000,"working fulltime",48,"married",,3,,,,"male",,"yes",,,,"white",5985,11,"not legal","lt high school",,"a good idea",5985,0,"no","no",42,31,36,4,28.6,27.5,"know god exists",,"not legal"
1038,39,2000,"working fulltime",40,"divorced",23,1,0,10,"no","female",,"yes",,,,"white",10806,16,"not legal","bachelor","3-5","a bad idea",21612,2,,,42,45,75,7,92.3,39.6,,,"not legal"
1039,34,2000,"working fulltime",48,"divorced",,4,,,"yes","female","no","yes","agree",,50,"white",21612,16,"legal","bachelor",,"a bad idea",21612,0,"yes","yes",49,66,,,,73.2,,,"legal"
1040,45,2000,"working parttime",15,"married",,2,0,1,"yes","female",,"yes",,,,"other",1330,13,,"high school","11-15",,5985,0,"no","yes",64,,72,6,93.3,,"know god exists",500,.a
1041,61,2000,"retired",,"married",21,1,0,6,,"male",,"yes",,,,"white",44887,15,,"high school","0",,44887,2,"yes","yes",47,32,30,8,29.4,38.9,"some higher power",,.a
1042,56,2000,"working fulltime",40,"married",28,1,,0,,"male",,"yes",,,,"white",9143,14,"not legal","high school",,"a bad idea",24937,2,"yes","yes",36,,50,7,37.8,,"know god exists",,"not legal"
1043,21,2000,"working parttime",39,"married",19,4,,0,,"male",,"yes",,,,"white",9143,11,"legal","lt high school",,"a bad idea",10806,1,"no","no",44,,44,7,35.4,,"know god exists",2000,"legal"
1044,38,2000,"working fulltime",40,"married",19,3,,,"yes","female","yes","yes","disagree",85000,40,"white",18287,14,"not legal","high school",,"a good idea",21612,2,"yes","no",46,,39,,34.2,,,300,"not legal"
1045,36,2000,"working fulltime",36,"separated",30,2,,0,"no","female",,"yes",,,,"white",21612,14,"not legal","junior college","16-25","a good idea",21612,2,,,66,60,30,7,31.5,43.7,"know god exists",2000,"not legal"
1046,41,2000,"working fulltime",42,"married",33,5,,5,,"female","no","yes","strongly agree",50000,40,"black",9143,12,"not legal","high school",,"a bad idea",29925,3,,,51,43,30,,36.5,36.9,,350,"not legal"
1047,36,2000,"working fulltime",40,"married",21,2,,0,"yes","male","yes","yes","agree",500000,65,"white",18287,14,"not legal","high school",,"a bad idea",18287,3,,,45,,45,,38.1,,,2000,"not legal"
1048,24,2000,"school",,"separated",,2,11,1,"yes","female","yes","yes","disagree",500000,40,"white",4987,14,,"high school",,,4987,0,"no","no",49,35,42,,39,29.3,,2000,.a
1049,42,2000,"other",,"divorced",,10,,,"no","male",,"yes",,,,"white",,9,"not legal","lt high school","0","a good idea",9143,0,,,45,,,3,,,"know god exists",700,"not legal"
1050,43,2000,"working fulltime",60,"married",39,6,,,"no","male","yes","no","strongly disagree",,50,"other",14131,6,,"lt high school",,,14131,1,"no","no",34,,40,,37.3,,,450,.a
1051,63,2000,"working fulltime",30,"married",31,2,,2,"no","male","no","yes","strongly agree",500000,40,"white",54862,20,,"graduate",,,66500,2,"yes","yes",74,34,51,,63.5,37.7,,,.a
1052,46,2000,"working fulltime",40,"married",22,5,,,"no","female","no","yes","strongly agree",45000,40,"white",21612,13,"not legal","high school",,"a good idea",36575,3,"yes","yes",39,28,24,,29.2,33.2,,,"not legal"
1053,27,2000,"working fulltime",75,"separated",22,2,,,"no","male",,"yes",,,,"white",18287,13,,"high school","0",,29925,1,"yes","yes",46,,31,6,27.5,,"know god exists",,.a
1054,22,2000,"working fulltime",40,"married",,3,,,"yes","female","no","yes","disagree",50000,60,"white",4987,11,"legal","lt high school",,"a good idea",10806,0,,,47,,34,,30.2,,,200,"legal"
1055,19,2000,"unempl, laid off",,"never married",,2,1,0,,"male",,"yes",,,,"white",333,11,"legal","lt high school",,"a good idea",15793,0,"yes","yes",29,32,,5,,22.9,"believe but doubts",800,"legal"
1056,24,2000,"working fulltime",40,"married",20,5,,,"yes","male","yes","yes","agree","> 1000000",60,"white",18287,11,"not legal","lt high school",,"a good idea",18287,2,"yes","yes",45,,22,,28.4,,,,"not legal"
1057,40,2000,"working fulltime",55,"never married",,7,1,3,,"male",,"no",,,,"white",24937,14,"not legal","junior college",,"a good idea",24937,0,"no","yes",74,,23,6,26.5,,"know god exists",1000,"not legal"
1058,24,2000,"working fulltime",40,"never married",,1,,,"yes","male","no","yes","strongly agree",100000,60,"white",3657,12,"not legal","high school",,"a bad idea",12468,0,"no","yes",51,,,,,,,350,"not legal"
1059,73,2000,"working fulltime",40,"married",,0,0,3,"yes","male",,"yes",,,,"white",,18,"not legal","graduate","50+","a bad idea",,0,,,49,64,40,8,37.3,78.5,,,"not legal"
1060,40,2000,"working fulltime",40,"married",36,1,0,1,"yes","male",,"yes",,,,"white",66500,20,"legal","graduate","6-10","a bad idea",141038,1,,,75,,86,8,97.2,,"believe sometimes",,"legal"
1061,78,2000,"retired",,"married",20,2,,,"no","male","no","yes","strongly agree","> 1000000",35,"white",,12,"not legal","high school",,"a bad idea",15793,3,,,32,27,34,,48.6,37.3,,125,"not legal"
1062,33,2000,"working fulltime",40,"married",23,4,,0,"yes","male","yes","yes","agree",49000,10,"white",333,14,"legal","junior college",,"depends",36575,2,,,62,,40,,37.3,,,,"legal"
1063,40,2000,"working fulltime",40,"married",27,4,,,,"male","yes","yes","disagree",150000,40,"white",,10,"not legal","lt high school",,"a bad idea",18287,3,"no","no",39,22,32,,38.1,22.7,,500,"not legal"
1064,78,2000,"retired",,"married",24,4,,,"yes","male",,"yes",,,,"white",,11,,"lt high school","1-2",,21612,5,"no",,42,,29,4,38.5,,"know god exists",100,.a
1065,39,2000,"working fulltime",40,"divorced",30,2,,0,"no","female",,"yes",,,,"white",9143,12,,"high school","0",,9143,1,"yes","yes",33,19,,3,,37,"know god exists",150,.a
1066,43,2000,"keeping house",,"married",22,9,,,,"female",,"yes",,,,"white",5985,9,"legal","lt high school",,"a good idea",36575,5,"no","no",29,,,6,,,"know god exists",150,"legal"
1067,41,2000,"working fulltime",40,"married",18,3,,,,"male",,"yes",,,,"white",15793,9,"not legal","lt high school",,"a good idea",15793,6,"no","no",38,,23,5,26.5,,"believe but doubts",,"not legal"
1068,59,2000,"working fulltime",50,"married",20,3,,15,"no","male",,"yes",,,,"white",36575,15,"not legal","high school","16-25","a bad idea",54862,4,,,49,,62,7,70.5,,"some higher power",,"not legal"
1069,31,2000,"working fulltime",40,"married",27,6,,1,"yes","male","yes","yes","disagree",90000,15,"white",,13,,"high school",,,29925,1,"no","no",47,,50,,47.6,,,200,.a
1070,50,2000,"working fulltime",15,"married",17,1,,,"yes","female",,"yes",,,,"white",44887,11,,"lt high school","6-10",,44887,3,"yes","yes",22,,,6,,,"know god exists",,.a
1071,18,2000,"school",,"never married",,2,,0,,"male",,"yes",,,,"white",,12,"not legal","lt high school",,"a good idea",44887,0,"no","yes",,47,62,5,70.5,60.6,"know god exists",200,"not legal"
1072,53,2000,"working fulltime",40,"married",26,5,0,8,,"female",,"yes",,,,"white",44887,17,"legal","bachelor","16-25","a bad idea",141038,2,,,64,64,40,9,53.3,78.5,"some higher power",,"legal"
1073,42,2000,"working parttime",8,"married",28,3,,,"yes","female",,"yes",,,,"white",2327,16,"not legal","bachelor","50+","a bad idea",141038,2,,,64,,64,8,86.6,,"know god exists",400,"not legal"
1074,67,2000,"working fulltime",40,"married",33,5,,,"yes","male","yes","no","agree","> 1000000",60,"other",44887,18,"not legal","graduate",,"a good idea",44887,2,"yes","no",71,,75,,92.3,,,300,"not legal"
1075,41,2000,"keeping house",,"married",35,4,,,"yes","female","no","yes","agree",,80,"white",3657,16,"legal","bachelor",,"a bad idea",44887,1,"yes","yes",51,,51,,63.5,,,,"legal"
1076,43,2000,"working fulltime",40,"divorced",22,11,0,15,"yes","female",,"yes",,,,"other",54862,16,,"bachelor","3-5",,66500,3,"no","no",32,32,49,8,,38.9,,50,.a
1077,60,2000,"working fulltime",45,"married",30,3,,10,"yes","male","no","yes","strongly agree","> 1000000",55,"white",66500,18,"not legal","graduate",,"a good idea",66500,2,,,64,,53,,52.4,,,,"not legal"
1078,62,2000,"retired",,"married",18,3,,0,,"male","no","yes","disagree","> 1000000",70,"white",,13,,"high school",,,44887,,"yes","yes",60,,,,,,,,.a
1079,35,2000,"working fulltime",35,"married",,3,,,"yes","female","yes","no","agree",140000,35,"white",29925,12,"legal","high school",,"a bad idea",54862,0,"yes","yes",28,47,66,,80.3,31.2,,,"legal"
1080,30,2000,"working fulltime",40,"never married",,1,,,"no","female",,"yes",,,,"white",1330,16,,"bachelor","1-2",,18287,0,"yes","yes",33,58,51,9,63.5,72.5,"dont believe",,.a
1081,70,2000,"retired",,"never married",,0,,,"no","male",,"no",,,,"white",,12,,"high school","26-50",,21612,0,"yes","yes",31,28,,10,,32.4,"no way to find out",,.a
1082,86,2000,"retired",,"never married",,1,,,"yes","female","no","yes","strongly agree",80000,90,"white",,12,"not legal","high school",,"a good idea",4987,0,"yes","yes",29,31,23,,26.5,50.3,,,"not legal"
